event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
KEN15552,"25 January 2024",2024,1,"Political violence","Violence against civilians",Attack,"Civilians (Kenya)","Labor Group (Kenya); Miners (Kenya)",Civilians,"Political militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Siaya,"Alego Usonga","North Alego",Ramba,0.0819,34.3651,1,"Daily Nation (Kenya)",National,"On 25 January 2024, unknown gunmen (coded as an unidentified armed group) invaded a gold mining site owned by a private investor and killed two workers in Ramba (Alego Usonga, Siaya) The attack is linked to business rivalry and dispute over the mining site.",2,,1730180181
KEN13525,"24 January 2024",2024,1,"Political violence","Violence against civilians",Attack,"Unidentified Ethnic Militia (Kenya)","Pastoralists (Kenya)","Identity militia","Identity militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Samburu,"Samburu East",Waso,"Archers Post",0.644,37.6752,1,"Kenyans.co; Star (Kenya)",National,"On 24 January 2024, unknown assailant (described as a masked gunman, likely unidentified ethnic militia due to pastoral violence in the area) flagged down a private car, whose occupants included three civilians and a police officer (off-duty), traveling along the Wamba-Archers road (coded as Archers Post, Samburu East, Samburu) before ordering them to get out and lie down, while demanding Sh10,000 from each one of them. A fight ensued as the police officer overpowered the gunman, confiscated the weapon before shooting at the gunman who managed to escape unhurt. The incident happened in the context of increased pastoral militia attacks in the area.",0,,1706579765
KEN13525,"24 January 2024",2024,1,"Political violence","Violence against civilians",Attack,"Civilians (Kenya)","Police Forces of Kenya (2022-)",Civilians,"Identity militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Samburu,"Samburu East",Waso,"Archers Post",0.644,37.6752,1,"Kenyans.co; Star (Kenya)",National,"On 24 January 2024, unknown assailant (described as a masked gunman, likely unidentified ethnic militia due to pastoral violence in the area) flagged down a private car, whose occupants included three civilians and a police officer (off-duty), traveling along the Wamba-Archers road (coded as Archers Post, Samburu East, Samburu) before ordering them to get out and lie down, while demanding Sh10,000 from each one of them. A fight ensued as the police officer overpowered the gunman, confiscated the weapon before shooting at the gunman who managed to escape unhurt. The incident happened in the context of increased pastoral militia attacks in the area.",0,,1706579765
KEN13561,"24 January 2024",2024,2,"Political violence",Riots,"Mob violence","Rioters (Kenya)","Azimio la Umoja One Kenya Coalition Party; WDM: Wiper Democratic Movement",Rioters,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Machakos,Matungulu,"Matungulu West",Yatta,-1.2443,37.2527,3,"KTN News (Kenya); Twitter","New media-National","Around 24 January 2024 (as reported), a group allied to the Yatta member of parliament (WDM, Azimio) clashed with a group allied to UDA-Kenya Kwanza aspirant for the Machakos county vice chair position, with some engaging in a fist fight over unclear reasons during a relief food distribution exercise in undisclosed location (coded as Yatta, Matungulu, Machakos). Scores sustained injuries during the incident.",0,"crowd size=no report",1712100228
KEN13561,"24 January 2024",2024,2,"Political violence",Riots,"Mob violence","Civilians (Kenya)","Kenya Kwanza Alliance; UDA: United Democratic Alliance",Civilians,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Machakos,Matungulu,"Matungulu West",Yatta,-1.2443,37.2527,3,"KTN News (Kenya); Twitter","New media-National","Around 24 January 2024 (as reported), a group allied to the Yatta member of parliament (WDM, Azimio) clashed with a group allied to UDA-Kenya Kwanza aspirant for the Machakos county vice chair position, with some engaging in a fist fight over unclear reasons during a relief food distribution exercise in undisclosed location (coded as Yatta, Matungulu, Machakos). Scores sustained injuries during the incident.",0,"crowd size=no report",1712100228
KEN13505,"24 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Farmers (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kiambu,"Gatundu South",Kiganjo,Gachika,-0.9518,36.7443,1,K24,National,"On 24 January 2024, coffee farmers gathered in Gachika (Gatundu South, Kiambu) against the delicensing of Kiambu millers by the government. The group demanded freedom to sell their produce anywhere.",0,"crowd size=no report",1716327793
KEN13504,"24 January 2024",2024,1,Demonstrations,Riots,"Violent demonstration","Rioters (Kenya)","Labor Group (Kenya)",Rioters,"Rioters only",,404,"Eastern Africa",Kenya,Kisumu,"Kisumu Central",Railways,Kisumu,-0.1,34.75,1,"Capital FM; Citizen (Kenya); Kenya Standard; Kenyans.co",National,"On 24 January 2024, tens of traders barricaded the road leading to city hall with burning tires, before marching to the governor's office in Kisumu (Kisumu Central, Kisumu) in demonstration against the planned move by the county to reorganize the city, without proper consultations. The group demanded the governor as well as ODM leader Odinga to help address their grievances.",0,"crowd size=no report",1719274252
KEN13530,"24 January 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Kenya)","Independent Politicians (Kenya)",Rioters,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Meru,"Imenti North",Municipality,Meru,0.05,37.65,3,"Daily Nation (Kenya); NTV (Kenya)","New media-National","On 24 January 2024, supporters of Meru county deputy governor (Independent) intercepted his official car at undisclosed location within Meru county (coded to county headquarters as Meru, Imenti North, Meru) and forced the driver to take it back to his residence. The groups believes the car was being taken (under justification of repairs in Nairobi) by orders of the governor to ensure the deputy's inability to transport. The incident took place within the context of escalating political differences between the governor and the deputy since the previous year.",0,"crowd size=no report; local administrators",1731368111
KEN13530,"24 January 2024",2024,1,"Political violence",Riots,"Mob violence","Civilians (Kenya)","Labor Group (Kenya)",Civilians,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Meru,"Imenti North",Municipality,Meru,0.05,37.65,3,"Daily Nation (Kenya); NTV (Kenya)","New media-National","On 24 January 2024, supporters of Meru county deputy governor (Independent) intercepted his official car at undisclosed location within Meru county (coded to county headquarters as Meru, Imenti North, Meru) and forced the driver to take it back to his residence. The groups believes the car was being taken (under justification of repairs in Nairobi) by orders of the governor to ensure the deputy's inability to transport. The incident took place within the context of escalating political differences between the governor and the deputy since the previous year.",0,"crowd size=no report; local administrators",1731368111
KEN13523,"24 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Health Workers (Kenya); KMPDU: Kenya Medical Practitioners, Pharmacists and Dentists Union",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kitui,"Kitui Central",Township,Kitui,-1.3667,38.0167,3,"Citizen (Kenya)",National,"On 24 January 2024, health workers (doctors) gathered in unspecified location (coded to the county headquarters as Kitui, Kitui Central, Kitui) against alleged labor exploitation experiences. Led by the KMPDU secretary general, the group demanded the county government to address their grievances.",0,"crowd size=no report",1732580143
KEN13501,"23 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kajiado,"Kajiado East",Kitengela,Kitengela,-1.4761,36.9614,2,K24,National,"On 23 January 2024, more than 400 families living in Dupot Darfur farm gathered in Kiang'ombe along the Nairobi Mombasa highway (coded to the nearest known location as Kitengela, Kajiado East, Kajiado) against alleged move by the government not to compensate them for surrendering their land up for the construction of the Standard Gauge Railway (SGR). The group demanded the Kenya railways authority to address the matter.",0,"crowd size=more than 400 families",1706579765
KEN13503,"23 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Laikipia,"Laikipia West",Igwamiti,Nyahururu,0.0333,36.3667,1,"Kenya Broadcasting Corporation",National,"On 23 January 2024, residents marched in Nyahururu town (Laikipia West, Laikipia) against increased cases of insecurity. The group demanded justice for the victims.",0,"crowd size=no report",1706579765
KEN13509,"23 January 2024",2024,1,"Political violence","Violence against civilians",Attack,"Unidentified Ethnic Militia (Kenya)","Pastoralists (Kenya)","Identity militia","Identity militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Samburu,"Samburu Central","Angata Nayokie",Morijo,1.2878,36.65,1,"Star (Kenya)",National,"On 23 January 2024, unknown assailants (described as gunmen, likely unidentified ethnic militia due to pastoralist violence activity in the area) shot and injured a woman in Morijo (Samburu Central, Samburu) as they planned to steal livestock in the area.",0,,1706579765
KEN13509,"23 January 2024",2024,1,"Political violence","Violence against civilians",Attack,"Civilians (Kenya)","Women (Kenya)",Civilians,"Identity militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Samburu,"Samburu Central","Angata Nayokie",Morijo,1.2878,36.65,1,"Star (Kenya)",National,"On 23 January 2024, unknown assailants (described as gunmen, likely unidentified ethnic militia due to pastoralist violence activity in the area) shot and injured a woman in Morijo (Samburu Central, Samburu) as they planned to steal livestock in the area.",0,,1706579765
KEN13514,"23 January 2024",2024,1,"Political violence","Violence against civilians",Attack,"Unidentified Ethnic Militia (Kenya)","Pastoralists (Kenya)","Identity militia","Identity militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Samburu,"Samburu Central","Angata Nayokie",Soitpus,1.2503,36.61,1,"K24; Kenya Broadcasting Corporation",National,"On 23 January 2024, militia (described as bandits from Baringo, coded as unidentified ethnic militia) shot and injured a woman in Soitpus (Samburu Central, Samburu). Unknown number of people have been displaced and the primary school closed following the attack.",0,,1706579765
KEN13514,"23 January 2024",2024,1,"Political violence","Violence against civilians",Attack,"Civilians (Kenya)","Women (Kenya)",Civilians,"Identity militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Samburu,"Samburu Central","Angata Nayokie",Soitpus,1.2503,36.61,1,"K24; Kenya Broadcasting Corporation",National,"On 23 January 2024, militia (described as bandits from Baringo, coded as unidentified ethnic militia) shot and injured a woman in Soitpus (Samburu Central, Samburu). Unknown number of people have been displaced and the primary school closed following the attack.",0,,1706579765
KEN13510,"23 January 2024",2024,1,"Political violence","Violence against civilians",Attack,"Unidentified Ethnic Militia (Kenya)","Pastoralists (Kenya)","Identity militia","Identity militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Samburu,"Samburu Central",Maralal,Maralal,1.0968,36.698,2,"Star (Kenya)",National,"On 23 January 2024, unknown assailants (described as gunmen, coded as unidentified ethnic militia as the incident happened in the context of increased pastoral militia attacks in the area.) shot at three missionaries traveling along the Morijo- Maralal road near Maralal town (Samburu Central, Samburu). The vehicle was damaged. Casualties unknown.",0,,1710202795
KEN13510,"23 January 2024",2024,1,"Political violence","Violence against civilians",Attack,"Civilians (Kenya)","Christian Group (Kenya)",Civilians,"Identity militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Samburu,"Samburu Central",Maralal,Maralal,1.0968,36.698,2,"Star (Kenya)",National,"On 23 January 2024, unknown assailants (described as gunmen, coded as unidentified ethnic militia as the incident happened in the context of increased pastoral militia attacks in the area.) shot at three missionaries traveling along the Morijo- Maralal road near Maralal town (Samburu Central, Samburu). The vehicle was damaged. Casualties unknown.",0,,1710202795
KEN13512,"23 January 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Kwale,Matuga,Tiwi,Tiwi,-4.2543,39.587,2,"Citizen (Kenya); Star (Kenya)",National,"On 23 January 2024, residents protested in Kibwaga near Tiwi (Matuga, Kwale) against alleged resurgence of private developers targeting community land and evicting residents. The group demanded the President to help address the matter as well as land adjudication carried out afresh.",0,"crowd size=no report",1712617347
